index,dialogue_id,Q-3,Q-2,Q-1,A
403686,HuLiC8541,진짜 그건 완전 명장면이지,웅 그거 보는데 눈물나서 울었음...,그 영화는 보고 안울수가 없어ㅋㅋ 그 부분 말고도 그냥 전체 다 감동임..,그럼 너 쉰들러리스트도 봤어??
1804640,﻿MDRW2100046721.1,,,안녕하세요,안녕하세요~ 오늘 저녁에 약속 있으신가요?
1879639,MDRW2100047039.1,감독님 ㅠ,ㅁㅈ,나도...,도원경이 딱 좋아
310647,HuLiC6395,저번에 나한테 얘기하던 친구랑 같이 주말 보내면 되잖아.,나는 그걸 좋아할 거예요. 난 널 한동안 못 봤어요. 뭐하고 지냈어요?,응 우리 서로 바빠서 너무 못만났어. 우리 언제 만날까?,저는 이번 주말에 한가해요. 계획 같은 거 있어요?
724555,MDRW2100000222.10,쓰레기 버리러 나가려고 문 열었더니 커다란게 있어서 놀랐어 ㅎㅎ,습하면 에어컨 틀지 말고 제습기 켜,으악ㄱ 너무 고마어!!!!!! 지금 진짜 딱 필요한거다ㅠㅠ,그치? 공기청정기도 겸용이야
1660575,MDRW2100036122.1,오ㅎ 화이자요?,이게.. 그때 가봐야 알아요..ㅋㅋㅋ 화아지 아니면 모더나라는데.. 아직은 알 수가 없대요 name2늼은 접종 완료 하셨나요?,헉 가야지 아는건 ㅡㅡ 모더나좋은거같은데ㅋㅋ 모더나되면좋겠네요ㅎ 저는2차까지 완료했어요ㅎ,오~ 부럽부럽
328863,HuLiC6815,아쉽네요. 그 말을 들으니 유감이네요. 당신은 어떤 일을 하세요?,난 편의점을 운영하고 있어.,그것은 멋지네요. 저는 고등학교 때 주유소에서 일했었습니다. 당신의 가게에서는 무엇을 파나요?,나도 어렸을때 주유소에서 아르바이트를 한적이 있어.
89755,HuLiC1297,정말 그렇게 확신해? 우리가 우주의 중심이라고 생각해?,우리가 그런 건지 아닌지를 모르겠어요. 누구에게 물어보느냐에 따라 다르다고 생각합니다.,난 구글에 물어볼까 했어. 아니면 시리? ㅎㅎㅎ,그것은 좋은 질문이네요. 저는 그것 둘 다 잘 모릅니다. 저는 외계 생명체의 존재에 대해 많은 이론이 있다는 것을 알고 있습니다.
1407563,MDRW2100018522.1,블루베리 스무디를 제일 좋아해요! 초코 프라푸치노도 맛있어요호 어떤 커피 좋아하세요?,맛있는걸 잘 알고계시네요ㅎ,제가 좀 먹짱이라ㅋㅋㅋ,저는 쓴건 안좋아해서 라떼마셔요
1516425,MDRW2100026001.1,아 사비로 또요?,내 그런 거 같더라구요,놀면 뭐하니 김태호가 진짜 대단한 것 같아요,예 진짜 김태우 와 유재석의 시너지 효과가 대단한 것 같더라구요
245686,HuLiC4896,"네, 저는 도시 밖에서 살고 싶어요. 당신은 도시에서 재미로 무엇을 하나요?",도시에서는 맛집찾아다니는거?? 좋아하는 음식점이있어?,저는 이탈리아 음식을 좋아해요. 가장 좋아하는 음식이 무엇인가요?,알리오올리오가 맛있더라 ㅎㅎ 넌???
312430,HuLiC6436,,왕복 3시간이나 이동했더니 오늘은 너무 피곤하다,어디로 여행을 다녀오셨나요?,여행은 아니고 이사하느라 좀 바빴어
1452956,MDRW2100021715.1,여행조아하시나요,네네! 요즘은 엄두가 안나서 어딜 못가지만.. 자주 다니시나요?,요즘엔 자주 못다니죠ㅠㅠ,최근엔 그냥 사는 도시 안에서만 다니네요ㅋㅋㅋ
1580169,MDRW2100030393.1,비슷하네요 푹잤습니까 주말의 시작입니다,아니요 잠을 좀 설쳤네요,꿈에 사랑하는 그가 나왔습니까,아니요 ㅋㅋㅋㅋ 낮에 커피를 많이 마셧더니ㅋㅋㅋ
23655,﻿Chat14565,,,뽕짝 좋아해?,웃기잖아.
825031,MDRW2100001313.3,복종을 안해서 문제 ㅋㅋㅋ 이타주의적 성격이 강해 주변사람을 위한 물건을 자주 구매한다 개빡치는 포인트 ㅋㅋㅋ,뭐에 꽂히면 사야되져 ? name3? 약간 신기하고 새로운 물건 이런거 좋아하는거 같아여,몰라 걍 말도 안하고 사 짱나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
88038,HuLiC1257,"네, 수업을 몇 개 들었어요. 그것은 커피 만드는 법을 배우는 좋은 방법입니다.",보통 몇 개월 정도 그 수업을 들어? 바리스타 수업.!,몇 년 전에 찍었어요. 정말 재미있었고 많은 것을 배웠습니다.,라떼 아트 같은 것도 할 줄 알아?
330644,HuLiC6857,"어제 눈 왔는데, 눈오리 만들어 본 적 있니?","아뇨, 하지만 해보고 싶어요.",나도 해보고 싶어. 저번 겨울에 못 만들었거든,가장 좋아하는 음식이 무엇인가요?
424645,HuLiC9025,응 나 공포 좋아하지 특히 좀비물 제일 좋아함,오 그럼 28주후 이거 봤겠네??,응 봤지 ㅎㅎ 좀비 영화중에 손가락 안에 들지,ㅋㅋㅋ 그래? 나는 이거 오늘 보려고
291103,HuLiC5944,왜 그렇다고 생각하나요?,일본에는 주로 관광만 하고 일본에서 살고 싶다는 생각은 없거든,왜 안 하고 싶어요?,음... 일본에서 일했던 친구가 있었는데 앞에서는 친절하게 대하고 뒤에서는 욕을 한 가득 했다고 하더라구 그리고 연봉도 너무 적대
48151,Chat4980,,이런 날씨에 어떤 신나는일 없을까?,친구들하고 영화를 보는건 어때?,그거 괜찮겠네.
1443950,MDRW2100021054.1,요리요,그럼 빨래는 누가?,제가,청소랑 빨래 둘다 담당하시는군요
1530607,MDRW2100026964.1,어..? 우연이네요 저도 거기인데 어머머 맞아요ㅠㅠㅠ 오프라인 정모로 그나마 얼굴을 보네요 흑흑!,엥 나쁜말 안했는데,오잉?,코시국만 아니였어도 민초단 모임도 하는건데ㅎ..
1422034,MDRW2100019546.1,앗 저 그거 못봤는데 기대중이에요 재미있었나요??,네네 둘다 재밌게 봤어요ㅎㅎ 시간되시면 꼭 보셔요!,네 빨리 봐야겠어요ㅋㅋㅋ 실내자전거 타면서 영화보는데 가벼운 영화가 집중하기 좋더라구요,운동할땐 가벼운 영화가 보기좋죠! 저는 최근에 넷플릭스에서 메이즈러너 내려간다해서 다시 한번 봤어요! 혹시 보셨나요?
1549494,MDRW2100028273.1,스포츠는 어떤거 좋아하시나요?,저는 딱히 없어요 name1님은요?,저는 축구도 즐겨봤고 배구도 요즘 재밌을 것 같구요! 몸으로 할수있는건 배드민턴인것 같아요 ㅎㅎ,오 배드민턴 잘하시나요? 저는 배드민턴은 잘하는 사람이랑 하면 보통은 하는데 저랑 비슷한 실력이랑 하면 꽝이더라고요
998325,MDRW2100001555.1,으앜 자동취소 신규가 많아 가보니까 재주문은 아직 없고 ㅠ,왜 자동취소얌 ??,5분내에 받아야하는데 팔분지났으 ㅠ,헐....
1026327,MDRW2100001583.1,ㅇㅇ 전화해서 한번 알아봐~ 난 청년이 아니라서 ;;,나도 딱 걸려 ㅋ,ㅋㅋㅋ,조건이 안돼~ ㅋ 기초수급자나 차상위 ㅋㅋ
420095,HuLiC8920,너 영화보면서 무슨 장면이 젤 기억에 남음?,넘 오래전이라 정확히 기억은 안나는데 히컵이랑 투슬리스 첫만남 ㅜ,아 ㅜㅜ 그 장면 진짜 좋지,서로 첨엔 엄청 경계하잖아
119998,HuLiC1995,나도 가족이나 친구들한테 요리해 주는 거 좋아해. 주로 이탈리아 요리를 만들지.,저는 이탈리아 요리하는 것도 좋아해요. 그것은 내가 가장 좋아하는 음식 중 하나입니다.,그럼 파스타도 좋아하겠네? 어떤 파스타를 좋아해?,저는 스파게티와 미트볼을 가장 좋아합니다. 당신은요?
1734257,MDRW2100041560.1,저 컵라면...ㅋㄱㅋ 집에서 점심먹거든요   귀찮으니 자꾸컵ㄹㆍ면이예요..ㅋㅋㅋ,ㅋㅋ전맛잇고 귀찮아서 컵라면 자주먹어요 ㅋㅋㅜㅜㅜㅜ,ㅋㅈㅋㅋㅋㅈㅋㅋ 맛있고귀찮아서ㄲㅋㅋㅋ 인정...ㅋㅋㅋ 해가쨍쨍한데비가오네요ㅋㅋ,그러니까요ㅜㅜ 이번주내내이럴꺼같아용
1575781,MDRW2100030106.1,안싸우시나요,가끔씩요,ㅎㅎ 평생 내편이 있어 좋을것같아요,행복한하루요
1633435,﻿MDRW2100034057.1,,,최근 들은 신곡이 있으신가요?,태연의 위켄드 듣고 있어요
989899,MDRW2100001552.1,우왕 좋아 ㅠㅠㅠ,너좋아하잖어 흑임자,웅 그거는 금욜만 나와 고생했시유,흑임자쌀케이크왜 안샀어?
1522266,MDRW2100026410.1,그것도 참 예쁘더라구요 저는 딱봐도 톤그로겠거니 해서 포기했습니다ㅜㅜ,기초는 뭐쓰세요?,미샤 수퍼아쿠아 라인 써요! 지성이라 수분라인만 찾게 되더라구요 기초 좋은거 있나요??,헉 저도 미샤 수퍼아쿠아 쓰고있는데 좋더라구요
1433441,MDRW2100020339.1,아.. 말 안듣는 사람들 꼭 있죠..  위에 꼰지를 떼는 없나요?,늦게 냈으면서 미안하단 얘기도 않고.. 남모르게 째려보고 있네요.ㅎ,일할땐 무조건 큰소리치는게 좋은듯..  가만히 있음 가마니로 보는.. (ᵒ̤̑ ̑ ᵒ̤̑),ㅎㅎ 제가 강한 인상인데도 뻔뻔하게 구는 사람이 있네요. 그들의 생존 전략인가봐요.ㅎ
98271,HuLiC1493,그냥 일반 세단이야. 다음번엔 suv 를 사고 싶어.,저는 혼다 시빅을 운전하지만 SUV를 사고 싶습니다.,혼다 시빅을 구입한 이유는 뭐야?,저는 혼다가 너무 좋아요. 1972년부터 판매되었고 그 이후로 미국에서 가장 많이 팔리는 차 중 하나입니다.
1224734,﻿MDRW2100005789.1,,,맞아요 너무 많아서 문제인것같지만ㅋㅋㅋ 스토리가 중요한게임은 스트리밍할때 주의했으면 좋겠어요..,앗 스포때문에 그런걸까요?
699642,MDRW2100000120.38,잘계시니,절레절레 혼나야해,그런거좀물어보지마라 이 자슥들아,맞습니다 맞아요
219013,HuLiC428,그럼 너는 가장 좋아하는 채소가 머야?,저는 브로콜리를 정말 좋아해요. 먹을 수 있는 잎을 얻기 위해 재배한 잎 채소입니다.,브로콜리는 나도 좋아하는 편이야. 어떻게 요리해서 먹어?,"저는 그것을 삶거나, 찌거나, 튀긴 것을 좋아합니다. 생으로 먹는 것도 좋아해요."
1736597,MDRW2100041726.1,네ㅎㅎ 미역국은 소고기 미역국이 제일 맛있더라구요,맞아요 고기가 진리죠,좋아하는 음식이 뭔가요?,저 고기ㅋㅋ치킨.ㅋㅋ요런거 살찌는거좋아하네여ㅠ흑
679414,MDRW2100000103.160,파바 포인트,스벅당케,그거 아니아도,칼로리 개높은거알아?
1541203,MDRW2100027700.1,시럽을 넣어야 맛의 완성이에여,맞아욬ㅋㅋ 인류의몸이 진화하던가 과학이 진화하던가 해서 단거먹어도 살 안쪘음 좋겠어요,와 꿈같은 얘기네요,이과가 좀더 힘내주면 되지않을까요
1864243,MDRW2100047028.1,근처에 큰 식당?,ㅇㅇㅇ 근데 디게 비싸서 조금밖에 안시켯는데 먹는ㄱ순간,한우 인간적으로 너무비싸 살살 녹아?,너어어어어ㅓ무 맛잇어서
1282934,MDRW2100009763.1,오늘은 특별히 ㅎ,저녁은 뭐드세요?,치킨이요,저는 어제 찜닭먹었어요ㅋ 피곤해서 일찍잤네요ㅋ
1836141,MDRW2100047018.1,하이루 저녁 먹었어,뭐먹었어??,삼겹살 목살 구웠지!! 너는??,와 맛있었겠다. 나는 무슨 고기먹었는데 뭔지 모르겠어
234575,HuLiC4639,그것 참 좋은 생각인 것 같군요. 어떻게 진행되는지 알려드릴게요. 주말에 무슨 계획이 있으세요?,이번 주말은 아직 계획이 없어. 코로나 때문에 어디 나가기도 힘들고..,그 말을 들으니 유감이네요. 당신이 나와서 뭔가 재미있는 일을 할 수 있는 방법을 찾길 바랍니다.,넌 주말에 무슨 계획이 있어?
306300,HuLiC6294,그것은 멋지네요. 저도 미스터리 좋아해요. 당신이 가장 좋아하는 미스터리 장르는 무엇입니까?,최근에 나를 차아줘 라는 추리소설을 읽었는데 진짜 하루만에 다읽었어 ㅎㅎㅎ 완전 추천!,처음 들어보는 이야기네요. 확인해 봐야겠어요. 당신은 가장 좋아하는 미스터리 책이 있나요?,음.. 가장 좋아하는 책은 없는거 같아.. 내가 기억력이 좋은 편은 아니여서 잘 까먹어 ㅋㅋㅋ
378143,HuLiC7952,ㅋㅋ아 ㅋㅋ 너답다,너 영화 스포해도 괜찮아?,당연하지 나 스포 좋아하자나,ㅋㅋ아 맞당
1525987,MDRW2100026656.1,역시 배불러도 내장에 밥은 필수죠ㅎㅎ 그건 좀 아쉽네요 고소해야하는데 ㅠㅠ,그러게요 ㅎㅎ 보통 배달 많이 시켜먹는데 늘 메뉴가 고민입니다,맞아요 배달 메뉴도 한정적이라 매일 먹는게 고민이에요 저는 점심도 매번 고민이라 요즘은 그냥 배만 채우게 도시락싸서 다녀요 그냥 간단히 먹을 수 있게요 ㅎㅎ,맨날 시킨거 또 시켜요 주로 치킨 ㅠㅠ 저도 구내식당 맛없을땐 도시락 싸요 ㅎㅎ
979373,MDRW2100001544.1,그럼 길건너에 주차하시던지.. 6시 2~30분은 돼야 끝날 듯..,다음에 하면 안 되냐?,어.. 그럼 집에 먼저 가요. 이따 걸어서 갈게,그래도 돼?
874072,MDRW2100001396.55,좋다 밀가루 대체 식품,웅웅 그치?,ㅎㅎㅎ,밀가루가 진짜 주적이야 밀가루와 당분들... 내가 한번 닭가슴살 만두를 사먹어봤는데 맛있더라 라면도 먹고싶은날은 채식 라면 사먹어 ㅎㅎㅎ 그게 칼로리가 덜하더라고 맛도있고
1267378,MDRW2100008733.1,오 맞아요 진짜 궁금한데...어떻게 해야 그런 마인드인지 참 궁금하더라구요,너무 너무 행복해보여서 진짜 좋았어요,맞아요 스포츠가 원래 그런거구나 감동도 있더라구요,스포츠에 대한 생각이 조금 바뀌었던것 같아요 요즘은 선수들이 대부분 그 자체를 즐기기도 하는 것 같아서 너무 보기 좋아요
225228,HuLiC4423,무슨 라면이요?,굴짬뽕~,그게 뭔데요? 저는 그것에 대해 들어 본 적이 없어요.,이번에 새로나온 라면 맛이야 ㅎㅎ
1249051,MDRW2100007470.1,故와플,와플이 너무 흐물흐물했어 너무행,내가 잘못한게 아냐!! 와플재료가 너무 불쌍해,삼가고와플의 명복을 빕니다 요즘 진짜진짜진짜 맛있는 음식을 먹어보고 싶어
1818870,MDRW2100046952.1,야구팬들 진짜 빡치겠다 싶더라,이제 야구 안 챙겨 볼라구 ㅋㅋㅋ,이렇게 찐팬이 떠납니다ㅜㅜ,이제 고우석 나오면 콩콩콩만 생각날것 같아
1522775,MDRW2100026446.1,아마도요,오늘은 햇빛도 나고 어제보단 덜 춥네요 ㅎㅎ,선선하죠,가을이예요
31628,﻿Chat1783,,,난 발가락이 너무 못생겼어.,발이 예쁜 사람은 별로 없지 그리고 잘 보지도 않고.
1462692,MDRW2100022384.1,집에서 맛있게 드시면 좀 가서 실망하실텐데,밖에서 먹으면 또 색다른 맛이 나지 않나요?ㅋㅋ,저렴한 가격에 저렴한 가격에 매콤새콤하게 소주랑 먹기 좋은 가격이었어요,아 소주안주로 김치찌개 최고죠
235343,HuLiC4657,당신은 전에 제주도에 가본 적이 있나요? 가본 적은 없지만 항상 가고 싶었어요.,제주도 가본 적 있지!! 오늘 파리바게트에서 빵도 샀어~~,너무 멋져요! 당신은 어떤 종류의 빵을 사셨습니까? 바게트 좋아해요.,"응! 녹차 카스테라, 소보로, 식빵, 초코소라빵, 피자빵, 샌드위치를 산 것 같아 외숙모가 쿠폰을 주셨거든!!"
1676213,MDRW2100037290.1,식기세척기 좋죠ㅋㅋ 전 1인가구라 쓰진 않지만 있음 좋겠다 생각 자주해요ㅋㅋ,있으면 정말 삶이 윤택해질 것 같아요 ㅋㅋㅋ 요즘 식기세척기는 애벌세척 안해놔도 잘 씻긴다 하더라구요,오 애벌세척 안 해도 되군요ㅎ 예전엔 기름 제거하고 넣어야 된단 얘기 들었는데 점점 좋아지네요,그러니까요. 이런 추세로 집안일에서 벗어날 수 있게 되면 좋겠어요 ㅋㅋㅋ
1592307,MDRW2100031249.1,,요즘 진짜 쌀쌀하져,오늘 2시간정도 걸었는데 해는 뜨겁더라구요.가을인가봐요ㅜ,2시간 이나요? 운동삼아 걸으신건가요? 대단하세요
1869709,MDRW2100047031.1,망함,어차페 실패,우리,우리가러면
978697,MDRW2100001543.1,새벽반 참석,헙 5시 왠열,애들 팔 안아프데??,ㅇㅇ 아프다는말 안하는디 엄마네 오늘 갔다올까 잠식ㅎ민함 고민
718555,MDRW2100000201.36,강정버거 레알맛있음,그건 안 먹어봤는데,회사다닐때 점심에 맨날 그것만 사먹었잖아,롯리 진짜맛없는것만 남기고
995635,MDRW2100001555.1,웅웅 부탁할겡 ㅠㅠ 힝잉 ㅠ,인터넷으루 주문해쌉 담주 수욜전으루 해두껭 명단만 적어놔줭,응응 고마워 그 주소랑 양식? 이런거만 적어주면 되는거징? 아니면 보낼 사람들까지 다 하려공? 그건수기로 적어도 되는뎁...!;,양식이 뭔데?
240901,HuLiC4785,꼭 그렇게 할게요! 당신은 어떤 음식을 좋아합니까? 저는 항상 새로운 요리법을 찾고 있어요.,고기면 다 좋아! ㅎㅎ 파스타 같은것도 좋고,당신이 가장 좋아하는 파스타 종류는 무엇입니까? 저는 스파게티와 미트볼을 좋아합니다.,크림파스타 종류를 좋아해! 까르보나라 같은거
1475327,MDRW2100023231.1,,임용고시는 언제부터 준비하셨어요?,저는 4학년때 시작하긴 했는데,오 저도 4학년 때부터 했어요 헤헤
1787890,﻿MDRW2100045494.1,,,혹시 못 드시는 음식 있으신가요?,저는 생굴이요!! 익힌 굴은 진짜 좋아하는데 생거는 못먹겠어요ㅜㅠㅋㅋㅋㅋㅋ
1812123,MDRW2100046948.1,어디임,가는중,ㅇㅋ,현수막 출력행 카드 언제 온데
680475,MDRW2100000103.232,하 진짜 멍청이들임 쿠팡 말투도 기계같음 따지면 같은 말만 백번 반복하고 문제해결 전혀 안됨 나 밥도 못먹음 ㅜㅜ 이따 자세히 말해쥼,세상에 ㅠㅜ 또 그런일이 생기다니,얘네진짜이상해,밥먹고 와서 말해줘
919750,MDRW2100001521.1,ㅋㄲㄱㄲㅋ..,솔짓히,뭐하는사람인가싶어...,애들이 빅스 중에 사고칠 애들 없겠냐했을때 내가 걔를 거론하긴했지.... 왜냐면 애가 생각없이 말하는 게 좀 있가든
35874,Chat2560,오늘 가발 맞췄잖니.,정말?,응.,머리가 그 정도로 없니?
1688579,MDRW2100038223.1,그리고 단일몹한테 쓰는것도,그럼 벤티같은 몹몰이 서포터 하나 끼고 써야하나보다,그건 괜찮을듯,카즈하는 하위호환이라...
1304514,MDRW2100011320.1,고양이랑 귤이 그려져있는 양산이에요,너무 귀엽겠다,ㅋㅋ커버에도 작게 그려져서 귀여워요,우양산 이면 우산도 되고 양산도 되는 거죠
732360,﻿MDRW2100000245.23,,,지탈이란거 하는중,그게 뭐야?
1189994,MDRW2100003443.1,저는 만화책 좋아해요..ㅎㅎㅎㅎㅎ,어느 만화책 읽으셔요?,웹툰도 조금씩 보기는 하는데 요즘 볼게 없더라구요 혹시 추천해주실만한게 있을까요?,전 올해 초에 드래곤볼이랑 귀멸의칼날 사서봤는데 재밌더라구요
1695716,MDRW2100038757.1,하 김밥천국 가고싶은걸요 ㅎㅎㅎ,이제 가을이니 가게에서 김밥 사먹어도 되겠네요ㅎ 얼마전에 가게에서 깅밥 사먹고 식중독으로 사망한 사건 있었잖아요ㅠㅠ,아 맞아요 !!! 이번 여름에 김밥집에서 유독 식중독 걸린 사람이 많아서 ㅜㅜ 한번도 안먹었네요 ㅜㅜ,저도 탈이 잘 나는 스탈이라 김밥은 밖에서 잘 안사먹어요ㅠㅠㅋㅋ
765737,MDRW2100001092.4,올림픽 언제까지 하죠?,8월 8일 까지래요,꽤 오래하네요 원래 3주정도 했던가요?,글쎄요 다 그정도 했던것 같긴해요
1604073,MDRW2100032052.1,,약간 그런 거에 꼭 승리하고 싶은 승부욕이 들어서 말이죠 한번씩 고양이를 키우고 싶은데 실제로 키우지 못하니 게임에서도라도 키우게 되네요,저는 다음에 정착하면 유기견 한 마리 키우려고요,유기견 너무 귀여울 것 같아요 고양이 말고 강아지 키우실 건가요
660899,MDRW2100000061.36,웅!!! 나 치킨머금,크어억 어디거?!!,bhc!!!,개맛잇겟당!!
202852,HuLiC3907,"네, 저는 한국에 온 지 1년 정도 되었습니다. 나는 이곳이 마음에 들어요.",그럼 원래 어디에 계셨던 건가요?,"저는 한국에서 태어났지만, 어렸을 때 미국으로 이주했습니다.",아 미국으로 혼자 이민을 간건가요?
439379,HuLiC9366,아 시즌 2도 나왔었나?,응응 !!! 시즌 2도 진짜 재밌어 ㅜ,오 시즌2도 봤구만 ㅋㅋ,당근이지 ㅎㅎ
676918,MDRW2100000101.110,왜 눈썹없는 시무룩 써 근데?? 이게 한 층 더 시무룩해보이는데,그래?!,아닌가??,난 눈썹 없는게 한층 더 시무룩하다고 느꼈어 왜냐면 눈썹없는애는
1879536,MDRW2100047039.1,맞아ㅠ,ㅎㅋㅋ낄낄,봐바 여기 둘이 딱 맞닿고 현재거가 더 올라감,여기 진짜ㅠ 앟 또놓쳤닿 ㅋㅋㅋㅋㅋㅋㅋ큐
961564,MDRW2100001537.1,그니깐 이렇게 온적은 거이 첨이넹,나도 집에서 나가용ㅎㅎ수업잘다녀왕ㅎㅎ,우웅 ㅎㅎ 자기두 ~~ 집단속 잘하궁,웅웅 화이팅ㅎㅎ
274974,HuLiC5571,음 한 3시간 정도 걸리는 거 같아 ! 나는 초보라서 좀 더 걸릴 수도 있어,"와, 정말 오래됐네요. 당신은 다른 취미가 있나요?",코로나 전에는 취미로 디제잉을 했었어,당신은 DJ에게 어떤 종류의 음악을 좋아합니까?
1182290,MDRW2100002885.1,"빵이랑 아 지에스에 브레디크는 식빵이 맛있어. 부드럽고,우유맛이 진하거든. 짜장라면 3개랑 도시락은 보쌈이랑 반반족발, 불고기 중에서 하나 골라서 시킬려고.",브레디크 빵 참고해야겠다 식빵에 딸기쨈!!!! 편의점 족발도시락 먹을만해?,반반족발인데 불족이 먹을만해 양념이 깊게 베어있고 감칠맛 있어!,반반족발 궁금하다 지나가다 있으면 사먹어봐야지
1598611,MDRW2100031697.1,미투여 ㅋㅋㅋ,^^ 겨속 먹는것만 이번에 그 마블 나왔어요 음료,오오!!추카!! 아이들 입맛든 감귤이랑 머스캇 좋아할거에요 2잔더 뽑아유~~~~ 피나쿨라다는 별루 제가 애기입맛이라 음료는 ㅋ,매일해야죠 이제ㅋ 바꿔먹어도 되죠?
193417,HuLiC369,인구가 꽤 많은 곳이구나. 며칠 전에 AMA 시상식에서 컨츄리 가수가 자기 고향이라며 소개 하던데.,정말 멋져요. 몰랐어요. 당신은 미국에 사시나요?,"아니, ㅎㅎ 난 대한민국에 살고 있어.",한국에 가본 적은 없지만 언젠가 가보고 싶습니다. 거기가 마음에 드시나요?
254455,HuLiC5098,"저는 그렇게 생각하지 않지만, 저는 원어민이 아닙니다. 어떤 단어를 사용했나요?",난 그냥 한국어로 말했지.,"죄송하지만, 저는 한국말을 할 줄 모릅니다. 뭐라고 하셨죠?",한국어를 못 하는 것 치고는 내 말을 꽤 잘 이해하는걸?
1510998,MDRW2100025620.1,ㅠㅠ 어제 맞았죠?,뭔 예방주사가 이래요? 네 어제 오후 두세시 사이쯤?,막 젊은이들은 상태안좋고 그래도 나이 좀 있으신 분들은 오히려 상태 괜찮으신 그런 분위기네용,마자요 그렇대요
1853867,MDRW2100047023.1,계속 이어지니까,따로 치료도 별로 없고,맞아,주사같은것도 들고 다녀야 하잖아
1588221,MDRW2100030962.1,요즘은 선택지가 너무 많아서 문제예요,맞아요 알짜배기정보를 가려서 옥석으로 좋은 물건을 사는게 포인트죠,이것도 좋아보이고 저것도 좋아보이고,나한테 맞는게 제일 좋은 것 같아요
1822599,MDRW2100046974.1,개띵곡,저 툭 탁 듣고 맞추는건가;,어 이거 미미 아 ㅎ 나ㄱ댔네,이노래 조아 ㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 저걸 어케 다 외우는거야 ㅋㅋㅋㅋㅋㅋㅋ
683549,﻿MDRW2100000103.440,,,근데 뭔가 들키몀,후식까지 배운사라
1549039,MDRW2100028240.1,,지금 준비중입니다,메뉴는요?,떡볶이 사왔어요
1247101,MDRW2100007345.1,전 강아지요! 자고있어요 ㅋㅋ,헉 키우시나요? ㅜㅜ너무 귀엽겠어요,네 ㅎㅎ 8년째 키우고 잇어요 8년을 봐도 매일이 귀여운것같아요 ㅠㅠ,헐 너무 부러워요... 강아지도 코로나 백신맞는 경우도 있던데 진짜 맞기도하나요? 그냥 인터넷에 떠도는 말인가했어요!
1716227,MDRW2100040245.1,아니요 상플이요,상플이면 통 좀 더 크게 쏘시죠,500? ㅎ 리스트업 해보세요,아 상플이면 억대로 좀 써주세요
40475,Chat3477,그럼 몸에 좋은건 대부분 맛이 없나?,몸에 좋은게 쓰다잖아.,그렇다고 쓴것만 먹을수도 없잖아.,오래살고 싶으면 먹어야지.
1203883,MDRW2100004414.1,다행이네요!,다 낮은 가격대의 물건들이라 그럴지도 모르지만요 그리고 저는 대면 거래를 선호해서요 조금 쫄려도 나가서 거래해요 꼭,저는 한 번 당해봐서..다시 당근하기가 조금 무섭더라구요..,엄마야 무슨일이래요 ㅠㅠ 큰 돈이었나요?
353126,HuLiC7375,좋아하는 곳이라 제주도 가면 꼭 한번은 들리는 곳이야.,그곳은 어때요? 저는 그것에 대해 들어 본 적이 없어요.,월정리는 바다 색깔이 정말 예뻐. 서핑하는 사람들도 많고,그곳은 방문하기에 아름다운 장소인 것 같습니다. 저는 언젠가 그곳에 꼭 가보고 싶습니다.
952863,MDRW2100001533.1,대학 1학년때 넘 피곤해서 밥만먹으면 기절햇느데,지금도 앉앗엉,거따라 술도부어서 걸렷나봐,"안된다,,"
1651110,MDRW2100035398.1,,날이 습하니까 피부가 더 이상한거 같아요.. 거기도 흐리고 비오나요?,아침엔 좀 왔는데 지금은 안와요 습하면 피부만 안좋은가요? 관절도 보통 컨티션이 나빠지더라고요,피부가 뽀송뽀송해야하는데.. 눅눅해서 좀만 슬쳐도 아프더라구요.. 집에 제습기가 있는데 딱 이번 비 시작 전에 창고에 넣었거든요.. 완전 후회했잖아요
1701374,MDRW2100039178.1,그렇군요.. 이번 추석에도 친척들은 모이기 힘들테니 남편이랑 둘이서 오붓하게 한판 해야겠어요..ㅎㅎ,와 너무 좋으시겠어요 초심자의 행운이 따르는 편인가요?,글세요.. 처음에 못하다가 점점 남편과 실력이 비슷해지고 있어요..ㅎㅎ,와 축하드려요 금방 이기시겠어요 ㅎㅎ 저는 가족들과 하는데 정말 즐겁더라구요
160352,HuLiC2926,저도 굽는 건 별로 안 하지만 굽는 건 좋아해요. 저는 전기레인지보다 숯불 그릴을 더 좋아해요.,숯불 그릴은 주로 고기 구울때 쓰지 않니?,"네, 그렇습니다. 다양한 고기를 요리할 때 사용할 수 있어서 좋아요.",맞아 고기에 숯불 향이 나면 정말 맛있더라
1294237,MDRW2100010592.1,완벽한코스네요,네.. 그립네요 (불닭에 알새우칩 먹어서 배부르지만),ㅋㅋ맞아여 닭발 몇개주워먹고나면 없잖아요 저도 밥양끗먹어서 배부르지만 닭발생각이나네요ㅋㅋ,ㅋㅋㅋ저녁 메뉴는 뭘 드셨나요
1976240,MDRW2100047749.1,지 병원이었으면,다른 층이랭 ㅠ,욕하고 난리난리ㅠ 아쉽네,내 병원이엿으면 ^^... ㅋ
18426,Chat13545,정치인 셋이 모이면 어떨까?,서로 속고 속이겠지.,서로 서로는 모를 꺼야?,그렇겠지 웃긴다.
